monthly_income,house_rent,emi,electricity,mobile,internet,card,others_bill,taxes,groceries,health,pub_tran,pri_tran,others
18155,0,3897,5550,409,278,2638,611,1089.3,10931,9002,642,3873,2939
476872,47636,32600,2134,935,543,5016,843,95374.4,17563,4620,151,1371,917
311528,73927,46176,5618,441,649,39277,1058,62305.6,16201,12264,1753,4102,6492
384705,78194,8167,5300,440,592,45056,943,76941,17413,12677,590,1139,7410
57254,9663,12816,4431,691,930,2960,96,3435.24,10565,1160,862,4567,5626
294062,67847,21164,2653,913,354,21327,1891,58812.4,14140,7558,490,1614,8356
95981,7225,20429,5986,212,318,9444,1256,5758.86,19884,2975,1961,4631,2208
463929,49756,100537,3355,743,194,41684,406,92785.8,18903,9704,404,2650,7389
40306,8175,8117,3240,554,803,1306,959,2418.36,18746,11629,251,2242,7270
157718,38553,6359,311,629,92,17143,524,18926.16,3476,1481,1748,3913,3680
318987,25993,75829,2430,474,432,21622,1781,63797.4,14911,12723,374,4299,5567
130975,30492,25882,3403,530,557,14202,925,15717,4012,8088,1364,3017,6846
368745,20981,58981,1731,830,26,16610,1993,73749,5324,1617,1142,2832,9378
493951,24143,74868,3457,459,414,53949,488,98790.2,12144,940,1007,904,7728
117512,12067,615,1734,492,161,8499,403,14101.44,7855,11948,152,489,9720
157443,23916,12401,1256,819,843,19762,773,18893.16,15961,6921,1547,2553,8328
480587,107044,116254,4158,624,100,60353,1246,96117.4,15161,4755,1839,3854,5096
383616,111957,41936,5108,205,698,55864,402,76723.2,2530,11948,1636,4099,3018
143121,3815,29372,3934,996,949,10036,450,17174.52,15516,11173,1745,3654,8876
172688,31836,42276,4203,574,472,5208,1609,20722.56,3631,3286,1097,903,2458
375871,49999,67875,5675,291,705,7442,1801,75174.2,2846,670,709,4653,2975
385037,103013,81782,540,810,157,43628,183,77007.4,15909,7227,1720,2771,9640
293076,70309,61700,2255,525,491,21132,276,58615.2,18176,10393,1820,4488,6265
127796,12446,8109,2312,375,968,7045,894,15335.52,4246,13316,1180,3021,1030
301999,30733,23758,5291,623,918,7624,1591,60399.8,11654,11110,1244,2147,1365
202506,53620,23091,4365,174,8,18163,1592,40501.2,4197,11708,173,2099,3007
475910,76000,108592,5871,839,211,56215,1409,95182,19747,12738,237,1026,7476
184088,48632,13317,3103,514,438,16969,1516,22090.56,14923,1389,1544,2668,1051
279544,21576,69001,4203,244,896,12549,1318,55908.8,5602,5988,763,3415,8761
390002,3320,51423,1324,657,823,31973,60,78000.4,11050,3775,543,3134,772
183714,10750,25622,900,714,678,22091,1708,22045.68,10969,9621,495,3223,6749
25151,4698,1007,2629,965,854,1346,989,1509.06,10241,1344,1164,4195,1206
454623,26572,6800,2998,731,785,12982,1645,90924.6,15224,9074,1901,3874,8671
76690,20057,16493,4994,325,809,6929,1947,4601.4,16734,14145,180,1560,827
14499,0,2771,3326,793,991,1847,145,0,2375,12766,842,4279,4140
16295,0,3883,1442,557,110,2237,1549,977.7,18406,12000,97,2406,979
393029,116528,2600,1311,639,840,50193,182,78605.8,4672,5296,309,4750,6008
398215,38826,71054,5924,608,202,37607,314,79643,14570,1709,379,1033,5011
331184,89051,29369,1403,562,759,44445,1900,66236.8,3029,3939,1395,2225,1896
284327,27867,16689,1946,487,64,7351,658,56865.4,6375,12074,1436,718,4601
432515,60231,81459,2000,480,714,56937,743,86503,18776,4133,690,2556,4744
153946,726,38469,5352,362,160,16626,995,18473.52,16281,5827,459,3197,7430
388480,91356,95939,518,872,413,38313,808,77696,5517,13730,1200,3596,2182
42711,11652,958,3888,494,644,2100,651,2562.66,18194,7567,862,1067,3801
277683,72233,60012,1026,725,689,9441,1683,55536.6,9501,8247,936,3819,5169
194423,44678,3538,5885,696,704,1737,929,23330.76,10675,8474,469,967,7902
464483,107561,60021,4913,673,265,10110,892,92896.6,13049,4168,729,1314,9835
189426,12963,23404,1111,495,571,19138,35,22731.12,6923,13364,1002,3122,6894
398207,64360,50782,5756,972,204,17776,788,79641.4,18311,1075,1803,1979,4450
143629,1081,9983,5209,397,666,8439,1079,17235.48,2086,13787,1826,2893,2338
310504,20269,59315,5009,773,583,24027,1064,62100.8,3643,8613,368,2475,2238
223090,37528,24642,4821,474,155,26507,382,44618,10910,8384,485,2991,2578
143272,13436,13467,1883,616,172,20400,168,17192.64,4229,1764,1795,1898,8017
253548,65602,58178,5830,240,307,12300,170,50709.6,4469,847,556,4445,6655
471713,96261,205,4337,443,449,52584,1641,94342.6,16994,11525,1840,2338,5387
188047,25212,27409,1182,690,61,20910,738,22565.64,8596,14933,969,4606,7478
293501,33332,12442,731,673,372,40552,1479,58700.2,4248,1389,1267,2398,9105
129121,25401,26290,4334,808,459,18465,597,15494.52,18966,10570,126,1547,230
87505,13393,5691,5796,798,474,9539,1514,5250.3,6119,1994,1681,3687,8278
12869,0,2045,1247,999,380,1574,1317,0,2872,5630,813,4321,788
267186,2251,19504,5784,818,716,32223,1681,53437.2,4383,10645,1135,678,6170
464351,99108,64270,4207,408,571,11815,1287,92870.2,5721,5315,978,3711,7690
322252,27027,58051,1967,236,85,1854,246,64450.4,16222,13811,1465,3423,5439
122296,31846,6030,3282,307,935,11136,1985,14675.52,15887,11635,270,2763,666
104179,21015,16562,2839,643,142,6050,147,12501.48,14428,11320,1337,2476,122
100272,9583,21551,2413,335,862,5077,1988,12032.64,16323,2416,662,795,4543
48467,1235,112,5307,493,6,5340,440,2908.02,8897,354,1430,722,3619
295472,23104,41716,690,970,294,605,361,59094.4,13510,1315,1876,469,7926
363556,12224,74624,382,890,690,45666,221,72711.2,3094,9571,1945,522,61
490047,60624,46982,1302,665,738,14976,657,98009.4,6487,12492,1260,3355,2478
145059,38784,27444,780,718,518,16515,107,17407.08,16314,11122,161,743,6369
68871,13036,8977,1076,658,651,7071,1979,4132.26,11320,12487,1404,19,8063
425615,85469,34571,4389,689,525,29252,1238,85123,17269,7558,808,4903,217
138391,12392,26415,2054,165,33,6157,1780,16606.92,3654,14062,1484,3048,3500
449430,4141,15389,1548,674,889,55730,1153,89886,13267,6918,1336,2123,78
96416,23350,18682,1436,349,934,6613,1961,5784.96,14626,3024,1304,2594,535
342415,75082,45038,2999,333,751,29016,575,68483,13961,5403,949,2666,8594
316208,70871,72795,3556,458,328,44227,299,63241.6,8769,3748,555,1685,9926
266687,5077,45168,1835,965,831,31263,1458,53337.4,9873,13366,731,3345,1519
211163,46015,12546,3544,657,608,21576,1892,42232.6,4102,9444,1164,594,8285
117450,5611,2154,822,430,779,13225,1385,14094,5852,13923,1077,1480,191
181890,40857,8766,1994,983,637,3633,223,21826.8,3453,9810,1562,4425,6835
448741,59902,11230,2552,307,33,2676,576,89748.2,11372,14748,519,1563,3754
291974,5577,5902,5137,509,794,1215,1510,58394.8,2786,12330,483,221,6504
420645,20002,66758,3909,408,405,18861,1600,84129,14564,6814,1525,1459,5309
410109,50711,27050,577,306,17,15860,1397,82021.8,5219,12708,170,1023,8185
126381,34275,1501,447,574,429,2264,891,15165.72,17195,13270,375,4242,4045
483125,34831,74586,5173,755,427,31740,693,96625,9258,8088,709,1242,3119
57333,2000,3574,5502,928,913,7790,1008,3439.98,8699,1375,1100,3939,7487
144508,30962,11157,4814,170,292,969,1131,17340.96,3773,2282,851,4163,5757
215362,63413,19575,2885,788,902,6628,1374,43072.4,13764,14596,1206,2352,6556
348357,95119,58940,3954,496,579,600,422,69671.4,16506,13787,1727,4121,6197
409111,66830,40244,3920,499,748,37223,1415,81822.2,17959,5121,4,1836,9433
160810,15096,17945,2739,534,79,22325,1858,19297.2,3625,9350,570,322,485
302890,36833,14962,5552,587,85,9524,1646,60578,3471,11051,1260,2676,6163
59377,14090,2522,1239,605,571,2716,75,3562.62,19730,7058,1690,4588,5184
451620,24398,100695,4009,773,47,12708,249,90324,11306,10174,1522,4089,1442
326189,61554,77332,4637,895,690,31300,240,65237.8,2013,3493,1042,3779,7815
370032,50755,24450,5394,695,867,17165,1249,74006.4,3826,9091,64,3037,2695
443006,64994,100382,1523,229,83,61152,816,88601.2,6152,7790,1859,2076,1985
379599,63884,53494,5638,601,606,1434,1496,75919.8,4561,6747,1345,1930,4635
146672,18825,17504,3663,744,307,14852,1699,17600.64,13841,5917,235,1150,5035
235732,17482,45728,3323,690,251,14965,1286,47146.4,12584,1823,665,3895,4111
365323,54225,30041,2117,638,480,25592,14,73064.6,3902,4743,288,1259,2506
181836,9318,10715,3672,792,844,26795,340,21820.32,13350,9045,235,1925,2032
215615,41256,21803,983,672,179,2702,664,43123,10596,13675,748,3340,7117
55714,11241,3370,5807,541,595,3991,495,3342.84,9916,4436,421,1248,1147
460051,108721,61726,1532,723,309,8651,1464,92010.2,19242,4552,390,2094,2592
112946,15574,1908,3685,508,936,16189,549,13553.52,16387,2750,732,1479,6663
381760,113606,37075,916,182,425,56397,36,76352,12189,10809,755,1866,6888
115983,14650,20880,2373,285,485,16915,1657,13917.96,18592,3874,1028,3424,3875
476960,28930,21134,3210,749,661,1977,1807,95392,16197,1492,1160,3559,6502
197563,20171,44065,5407,559,38,13837,768,23707.56,10109,13674,1420,2650,1748
134123,34864,3587,2317,678,278,11469,1198,16094.76,3822,8271,749,4589,5968
421805,11801,95559,4523,240,815,46828,435,84361,9741,1753,935,3942,4646
315628,51360,45153,4808,562,624,33058,292,63125.6,2545,4969,1071,3729,3190
92989,22372,2413,2484,448,375,6077,300,5579.34,3127,11515,557,1141,8628
308356,16559,22555,1657,636,928,43435,1677,61671.2,15355,12813,1087,2220,9768
315669,32334,10952,4966,914,638,6614,952,63133.8,18630,9473,703,3308,1512
188274,39937,3457,3363,222,40,16896,1697,22592.88,8444,8674,540,2071,9955
173707,13288,8464,2768,867,669,1639,1985,20844.84,2619,3929,1553,1109,3107
335352,22398,66686,4220,410,717,8446,1950,67070.4,3958,9472,1693,570,502
305972,76230,32264,4536,839,46,37584,1362,61194.4,8681,12867,1737,3138,7428
421927,12191,47553,2239,461,483,55001,978,84385.4,11421,5177,1042,3085,9136
275564,18051,54359,4156,974,184,19021,1963,55112.8,10548,6023,1199,456,323
368896,61715,9808,350,881,71,51117,1046,73779.2,4378,790,1800,3855,1952
141373,10737,4081,3276,834,568,16434,349,16964.76,2884,13150,1748,3780,4664
448452,65140,39222,5824,314,750,799,848,89690.4,11950,5122,1536,3770,7347
125294,25251,24987,1660,989,573,9939,1089,15035.28,15031,3978,744,2398,2370
469451,5147,8933,4036,484,341,39410,1418,93890.2,11649,9920,759,3220,2503
457456,50508,68207,4102,651,568,64402,432,91491.2,8343,4573,217,4519,2582
134019,19643,31217,4102,881,963,16620,973,16082.28,18934,5753,1997,1033,8474
75726,6199,6387,665,953,242,471,1000,4543.56,10391,2654,1574,4587,417
151564,33314,19008,3255,310,994,2204,569,18187.68,19827,283,1756,2315,4288
387812,103535,21883,3345,539,327,31017,1016,77562.4,17071,6779,1590,211,4616
278246,40733,43401,2303,909,993,7181,28,55649.2,10468,6094,1783,4543,5874
191408,18467,15380,3201,220,635,6259,1106,22968.96,16102,10584,1514,383,536
128015,34808,18212,557,241,981,8330,1499,15361.8,18437,2126,307,4350,7569
226386,67288,28174,3759,510,152,20885,1458,45277.2,2163,8340,1478,3494,1014
264079,58959,6861,344,470,254,18096,640,52815.8,8798,12400,1855,4448,4336
36641,1849,6094,568,394,728,950,1156,2198.46,15697,944,1047,13,282
175656,2642,39113,1634,173,423,23094,114,21078.72,18197,8542,282,3756,7688
173817,1600,24363,971,706,231,3796,1057,20858.04,6517,13036,1769,880,4811
426309,60740,87846,5697,850,528,51525,636,85261.8,11445,3083,1394,2896,9911
469321,112255,39300,3938,552,591,54571,1101,93864.2,11521,2448,1601,3440,7282
375890,86322,54808,534,522,495,18083,274,75178,11177,13965,1729,4942,2094
455101,44565,5943,3507,435,175,4110,343,91020.2,13380,12996,1142,2466,6993
46631,3799,9848,5864,982,550,3372,679,2797.86,7359,8753,248,4094,9869
252289,1132,8793,2700,590,142,30897,80,50457.8,18214,1415,61,3863,9811
82991,5491,5439,1717,744,16,5581,1985,4979.46,7652,4825,1020,981,8890
14014,0,711,5389,883,248,1128,606,0,19464,4458,1423,2137,9668
283237,10931,33971,4670,501,34,30366,720,56647.4,7148,2526,1163,1744,3072
28070,7633,7000,5305,368,800,2386,1983,1684.2,16769,14886,551,3961,4294
307921,50639,42351,3554,634,999,8583,71,61584.2,4265,12699,1241,4545,6508
66958,5009,14411,739,592,998,168,1168,4017.48,2848,1358,1033,1470,8787
92074,26133,13117,5482,367,145,11280,1061,5524.44,10657,8068,959,1817,6591
20729,2113,3131,5267,851,925,2052,473,1243.74,6661,13331,566,3294,8027
240785,1044,56286,950,216,726,19592,1020,48157,9711,12995,846,3713,6166
186089,46691,20114,333,180,164,9377,170,22330.68,6599,1144,1007,4994,5767
207392,35199,19050,3052,471,110,24556,39,41478.4,7661,5313,1112,672,7375
168823,24363,21125,5262,399,646,13056,1196,20258.76,15636,5050,1539,4102,168
115864,1582,28558,3332,715,73,16159,423,13903.68,8111,14208,473,600,943
403002,79910,50396,5227,159,975,20861,1222,80600.4,7515,5003,1276,336,6981
219141,21301,44846,1410,827,667,28002,887,43828.2,10610,14419,1406,352,2506
377654,74329,20396,3581,434,726,13556,1879,75530.8,16570,12220,1046,358,3404
64748,1620,10741,761,302,353,4720,1245,3884.88,19843,9801,1636,4872,4016
15801,0,3204,621,693,273,1713,1625,948.06,8029,3137,560,175,1409
160262,22259,22580,4810,678,942,23003,797,19231.44,18981,3958,361,1186,9534
452905,20655,38973,2174,520,278,35280,1698,90581,11381,4754,771,3901,8076
245362,33005,23574,3339,450,659,27837,449,49072.4,15706,13311,1408,3909,8914
454209,21602,90155,2537,966,30,53741,1451,90841.8,14098,9429,960,1746,1952
39592,4025,658,4321,295,525,5642,1923,2375.52,17924,11618,678,4685,4470
282791,11110,62167,1556,736,534,39446,1471,56558.2,14237,12363,1410,1282,9496
149788,6073,12122,2739,785,509,2678,644,17974.56,7528,9007,1263,3589,5093
229963,10195,43827,4309,201,513,33049,431,45992.6,2046,12187,1848,2868,5660
490761,1537,13335,3540,553,924,37694,321,98152.2,14120,7497,1338,4227,236
258710,17138,54928,4563,851,177,16813,1886,51742,3286,203,623,1545,8872
230984,44328,21677,3602,290,328,10820,1818,46196.8,12140,11615,206,4831,8558
382771,46202,28223,5569,237,570,16005,1175,76554.2,2942,4954,758,2096,2646
342460,40164,29814,3011,576,800,28924,1847,68492,12893,12677,1258,2986,1026
268067,54659,43185,1709,233,687,21042,1068,53613.4,16002,5263,1909,2041,6333
274512,49692,42325,2728,392,171,21546,1019,54902.4,15142,12144,273,3754,2833
87575,21894,7735,2132,255,395,8105,323,5254.5,19287,14663,1172,2805,6728
278799,24845,19514,2324,753,594,4632,411,55759.8,7452,12067,567,4453,2067
247549,30562,56196,3646,504,937,19047,1284,49509.8,19515,1812,691,810,983
80031,8697,17351,5293,170,979,9127,1242,4801.86,4368,14991,1917,4914,2256
479645,83049,83324,4231,155,996,10534,619,95929,10658,12565,1927,3365,4204
494299,68681,25061,3211,370,734,67224,46,98859.8,17763,4729,1304,2710,4222
97922,27818,9947,5257,970,34,5594,644,5875.32,6057,4921,159,1457,1989
458982,62532,81080,4545,236,296,816,1796,91796.4,16559,8603,1911,3245,7773
134046,13100,20014,3513,841,468,3866,1711,16085.52,19519,2440,1093,1832,2117
416619,57705,80331,2463,602,950,55340,632,83323.8,11670,14099,1831,3273,5766
42097,3720,2968,5219,491,494,2846,840,2525.82,6383,4522,1363,3662,6936
481873,124336,23653,1752,542,621,45935,302,96374.6,7572,8731,1264,4977,2242
152038,4067,1579,3053,501,234,677,1213,18244.56,16493,6163,924,1459,6862
134862,36963,31758,3201,395,908,10446,1946,16183.44,2659,7353,708,4431,579
240229,59025,43755,5849,835,38,29803,771,48045.8,2185,11603,162,3558,8511
128834,30728,5992,3371,262,218,13815,1712,15460.08,19815,9070,1106,1949,4829
103848,9244,50,4346,732,216,11175,983,12461.76,15184,2660,1638,3180,5318
62921,7281,6452,605,307,705,2489,858,3775.26,19130,12673,1483,3961,9393
190798,2509,37921,1684,960,674,7232,576,22895.76,5834,4618,1184,2603,7210
136141,21400,15340,3667,386,627,10506,863,16336.92,10724,13326,1890,3831,9663
191372,48270,46668,1874,848,839,2446,335,22964.64,9259,11678,1897,2283,2569
294821,72069,55175,1172,392,672,18272,1878,58964.2,4863,13076,1637,1225,9293
65609,17065,14970,468,315,600,1720,1243,3936.54,13316,2756,239,1895,2962
237897,63644,53452,5878,183,980,26479,1852,47579.4,2640,4370,1965,3629,8224
459877,80206,68323,1903,404,419,65759,659,91975.4,3484,7995,1735,1594,6461
41024,3932,2155,1330,451,652,4760,611,2461.44,5792,2587,485,1197,1140
80313,14595,7019,2034,369,823,934,1142,4818.78,12071,3832,670,4639,7618
399957,59473,54512,4742,181,173,58656,1644,79991.4,3331,2566,1226,1308,9757
194078,45809,20614,3967,918,712,1308,903,23289.36,7452,10678,1859,3704,7002
367429,38328,26190,5130,658,866,46265,81,73485.8,17895,10949,423,2601,4643
418554,36784,10928,1576,631,813,41185,1036,83710.8,9575,994,1017,4060,4469
471243,23723,48425,842,382,867,32967,968,94248.6,3643,10893,1220,766,4707
495988,60646,74134,654,364,112,53258,1956,99197.6,8859,3981,1065,1525,6287
123632,719,11571,5108,391,878,15244,477,14835.84,5710,6192,213,4785,592
483351,74,86117,4336,394,939,48625,298,96670.2,11987,7425,683,4693,6162
422724,124173,48974,3739,169,173,5074,91,84544.8,15620,10049,252,4603,2210
261451,26498,44655,883,359,73,20377,749,52290.2,17776,3905,16,4333,5413
13051,0,2740,810,871,836,928,695,0,8193,7632,1683,3716,5305
189819,20541,46607,1246,575,798,20317,1713,22778.28,10430,9116,115,934,8367
386836,45929,79455,3773,221,636,39701,721,77367.2,9402,1177,1915,720,6334
490358,123199,103716,1498,823,535,50749,1299,98071.6,2318,9288,1227,1889,3930
97235,2149,4499,3171,327,31,4,303,5834.1,10753,12729,692,2136,7218
457237,26028,37677,4295,672,253,65081,867,91447.4,7212,275,811,4330,833
207484,29545,48246,4221,448,496,8471,786,41496.8,12569,12835,1936,38,9332
199407,14033,43862,4473,415,112,7590,1860,23928.84,17779,3802,794,2091,1904
459395,31673,58973,4835,669,194,3019,1296,91879,15787,1857,150,4455,334
435309,30974,52414,3603,644,527,38125,1435,87061.8,14230,14677,245,1087,4215
472894,102511,25602,2747,424,440,18748,35,94578.8,17358,5205,1081,4059,3647
221810,64824,52141,3584,854,488,28975,421,44362,3507,6049,708,1621,9178
442950,23525,29692,1516,972,496,37594,1501,88590,9089,2071,506,908,4666
213687,57804,40422,1590,920,723,3249,1525,42737.4,15736,9923,240,3971,9557
83523,15043,15982,4521,202,619,3901,337,5011.38,4020,14367,1719,2331,7950
246175,41846,51376,801,961,23,29108,581,49235,18325,12135,1115,1618,4343
104476,11725,21760,3171,757,289,13972,627,12537.12,18538,5069,1636,1789,5484
243841,50227,2920,686,965,895,21541,1433,48768.2,9378,4408,1629,794,46
289163,53028,24085,711,971,307,25058,462,57832.6,19988,549,1964,3639,5325
355757,37383,63964,5765,549,303,19423,1536,71151.4,11876,5060,1948,842,4419
232866,29483,22925,2306,563,854,20794,80,46573.2,11471,13278,1421,3703,9075
96672,7265,5615,5513,753,630,9699,1502,5800.32,14343,3290,391,3528,588
83847,22763,4315,2447,805,692,11360,1409,5030.82,2868,6048,45,3358,7428
354894,75652,68319,4168,638,950,16,419,70978.8,5013,2464,154,832,1127
220706,15733,9605,1638,651,37,7083,1463,44141.2,2682,1723,1093,70,1657
38251,9118,2808,652,456,385,5075,34,2295.06,12455,841,1926,1086,7020
113481,9247,3331,5264,566,744,12566,894,13617.72,3461,9105,510,588,484
384710,23840,51330,3488,658,580,53094,794,76942,18529,8390,281,2842,4295
35945,4674,797,1602,679,81,4547,500,2156.7,7627,3696,1449,4625,6967
362996,34929,68382,1146,787,117,10905,1730,72599.2,3820,6012,29,2959,1318
42217,2251,929,5498,815,820,4701,183,2533.02,8962,12898,720,1923,2514
18308,0,3091,5843,155,49,1710,557,1098.48,10796,10950,261,3037,3149
278093,31362,58618,825,571,668,26583,1171,55618.6,3606,12595,1346,1701,7043
193062,20953,12775,2824,600,73,12388,1287,23167.44,19931,2127,82,2984,8942
404366,84664,7549,2178,576,694,47756,1628,80873.2,8973,14640,1490,1209,6276
230552,47356,52632,4405,539,105,6230,839,46110.4,4772,8680,949,3611,2923
110235,12061,19726,3930,483,700,8661,1512,13228.2,11577,5746,1239,4928,6405
84740,6041,9409,5679,597,817,1324,1649,5084.4,12011,11162,1755,648,7655
388496,78209,94520,4109,487,783,36045,1882,77699.2,8975,6245,1826,112,9061
338761,61954,37538,3119,997,598,1624,281,67752.2,12846,6633,34,756,3688
235913,61869,5833,3207,237,861,7249,614,47182.6,12311,13845,4,1984,9142
289040,21059,23386,3377,418,325,25811,201,57808,11137,6187,869,3689,8825
402942,99864,100349,4130,214,683,16502,573,80588.4,11497,6363,1029,1032,5586
